file,Call type,Mean F0,Max F0, Min F0, Range F0,Q25%,Q50%,Q75%,Fpeak,sound duration,AM var,AM rate,AM extent,harmonicity, F1 mean,F2 mean,F3 mean,F4 mean,F5 mean,F6 mean,F7 mean,F8 mean,formant dispersal,vocal tract length,mean wiener entropy,Comment,
LFC_07.30.wav,LFC,89.422,93.875,68.894,24.981,164.029,302.679,656.107,89.974,1.604,20.971,8.418,2.491,11.39,328.514,656.907,1127.845,1562.764,1951.171,2567.922,2939.142,3334.593,429.440,40.751,-0.643,,
LFC_07.30_1.wav,LFC,90.046,95.106,69.002,26.104,197.010,406.320,816.144,92.330,1.351,24.637,8.511,2.895,8.98,360.776,628.188,1127.129,1561.851,1897.684,2429.639,2878.454,3181.167,402.913,43.434,-0.580,,
LFC_07.30_2.wav,LFC,97.124,115.042,65.016,50.026,132.111,297.468,509.938,102.527,2.198,38.429,10.238,3.753,7.34,353.100,658.453,1069.199,1575.193,1981.599,2578.755,2902.513,3268.887,416.541,42.013,-0.654,,
LFC_07.45.wav,LFC,72.849,83.259,61.625,21.634,292.235,555.413,1376.268,205.080,1.945,22.588,10.025,2.253,6.89,398.752,703.825,1229.169,1612.793,1976.579,2552.681,2969.632,3235.422,405.239,43.184,-1.152,,
LFC_07.45_1.wav,LFC,98.797,116.126,75.357,40.770,131.802,277.917,513.728,110.782,2.495,34.120,8.619,3.959,9.60,346.866,662.614,1126.807,1543.771,1976.926,2480.422,2910.660,3232.178,412.187,42.456,-0.840,,
LFC_07.45_2.wav,LFC,89.392,116.869,62.435,54.434,157.491,218.564,431.564,120.251,2.138,47.867,8.886,5.387,9.96,314.580,643.363,1133.412,1588.701,1996.745,2527.217,2891.050,3138.197,403.374,43.384,-0.912,,
LFC_09.00.wav,LFC,89.858,114.726,67.383,47.343,209.678,290.173,470.435,117.480,1.797,61.819,9.462,6.534,4.96,304.425,631.217,1061.318,1501.132,1897.729,2454.158,2903.443,3341.335,433.844,40.337,-0.938,,
LFC_09.30.wav,LFC,71.014,73.834,63.126,10.708,158.865,301.768,615.946,138.347,1.218,33.072,9.855,3.356,9.96,312.066,670.437,1121.846,1553.138,1944.727,2579.793,2986.378,3208.089,413.718,42.299,-0.527,,
LFC_10.00.wav,LFC,85.370,101.746,79.452,22.295,129.389,244.471,617.433,98.912,1.407,17.203,13.148,1.308,12.61,328.290,696.307,1178.987,1600.232,1955.313,2507.908,2907.951,3382.735,436.349,40.105,-0.914,,
LFC_10.15.wav,LFC,89.571,100.220,67.563,32.657,102.755,198.905,468.651,97.253,1.423,29.079,11.595,2.508,10.08,329.636,696.515,1141.550,1561.027,1968.284,2546.988,2926.740,3276.457,420.974,41.570,-0.889,,
LFC_10.30.wav,LFC,90.558,114.411,70.323,44.088,170.698,241.392,327.178,123.257,0.656,57.496,9.152,6.282,6.09,261.844,564.743,1028.812,1479.919,1876.529,2441.042,2838.488,3258.939,428.156,40.873,-1.299,,
LFC_10.45.wav,LFC,90.553,116.187,77.691,38.496,123.439,221.763,395.298,115.139,1.087,49.747,8.737,5.693,7.10,286.129,626.776,1080.126,1522.993,1908.178,2477.200,2855.642,3279.191,427.580,40.928,-1.012,,
LFC_11.00.wav,LFC,91.392,113.796,78.566,35.230,170.552,252.546,443.732,108.994,0.959,45.368,7.818,5.803,7.65,309.223,643.516,1079.638,1534.953,1891.126,2516.991,2879.173,3274.749,423.647,41.308,-0.904,,
