file,Call type,Mean F0,Max F0, Min F0, Range F0,Q25%,Q50%,Q75%,Fpeak,sound duration,AM var,AM rate,AM extent,harmonicity, F1 mean,F2 mean,F3 mean,F4 mean,F5 mean,F6 mean,F7 mean,F8 mean,formant dispersal,vocal tract length,mean wiener entropy,Comment,
HFC_08.15.wav,HFC,164.625,201.121,86.677,114.444,184.746,268.168,467.032,110.875,1.609,58.351,8.392,6.953,11.88,270.002,533.389,941.945,1336.768,1676.002,2148.525,2543.244,2793.518,360.502,48.543,-1.124,,
HFC_08.15_1.wav,HFC,164.719,188.466,100.164,88.302,183.257,299.246,429.485,180.694,1.670,48.898,6.884,7.103,12.66,260.423,478.453,805.145,1336.028,1669.131,2131.717,2534.502,2832.626,367.458,47.625,-1.232,,
HFC_08.15_2.wav,HFC,166.397,183.161,112.999,70.162,226.017,348.311,468.348,174.380,1.036,42.406,6.755,6.278,13.78,287.413,472.743,743.621,1269.282,1622.256,2074.024,2472.139,2729.315,348.843,50.166,-1.394,,
HFC_08.30.wav,HFC,141.118,176.688,66.456,110.232,195.115,294.537,419.686,162.558,1.423,41.522,7.379,5.627,9.56,265.407,479.315,797.432,1317.955,1662.642,2125.099,2485.226,2786.791,360.198,48.584,-1.311,,
HFC_08.30_1.wav,HFC,191.909,219.233,102.654,116.579,212.421,250.319,421.142,109.270,1.717,56.464,9.902,5.702,11.97,247.567,508.402,836.683,1318.902,1678.901,2142.373,2508.141,2810.323,366.108,47.800,-1.279,,
HFC_08.30_2.wav,HFC,169.742,197.074,74.821,122.253,189.155,256.649,434.594,197.329,1.377,43.752,9.444,4.633,13.11,253.483,503.403,754.456,1301.295,1660.810,2062.489,2467.964,2835.890,368.915,47.436,-1.599,,
HFC_08.45.wav,HFC,205.209,233.627,103.593,130.033,227.837,258.086,424.363,101.873,1.469,45.182,10.549,4.283,13.87,247.764,532.939,903.170,1310.655,1674.150,2163.083,2549.371,2908.718,380.136,46.036,-1.630,,
HFC_08.45_1.wav,HFC,181.072,208.946,112.797,96.149,195.217,247.888,428.732,198.905,1.655,54.264,12.085,4.490,12.20,245.612,481.623,844.920,1320.522,1689.301,2165.343,2530.788,2893.709,378.300,46.260,-1.294,,
HFC_08.45_2.wav,HFC,184.699,207.885,96.903,110.982,198.347,245.626,445.832,104.110,2.011,58.860,9.947,5.918,13.42,246.364,534.267,921.432,1316.453,1701.180,2188.313,2549.801,2852.115,372.250,47.011,-1.251,,
HFC_09.00.wav,HFC,200.185,230.098,89.246,140.851,219.273,253.639,444.544,98.602,2.119,47.028,11.326,4.152,13.88,252.164,572.935,939.850,1347.472,1724.896,2198.183,2562.019,2804.952,364.684,47.987,-1.584,,
HFC_09.00_1.wav,HFC,202.225,229.352,112.327,117.025,220.967,255.874,397.612,221.375,1.578,68.744,10.142,6.778,10.74,250.276,498.180,814.124,1308.888,1684.557,2130.467,2510.774,2838.892,369.802,47.323,-1.543,,
HFC_09.00_2.wav,HFC,190.917,231.357,92.226,139.131,220.273,241.835,326.838,108.856,1.609,70.375,11.190,6.289,14.26,233.786,500.040,872.778,1323.015,1719.404,2138.788,2548.534,2912.074,382.613,45.738,-1.821,,
HFC_09.15.wav,HFC,173.011,224.110,78.042,146.068,218.162,244.380,374.101,108.026,1.887,57.304,11.659,4.915,12.94,247.956,500.682,848.903,1284.064,1666.354,2138.642,2507.472,2899.997,378.863,46.191,-1.337,,
HFC_09.15_1.wav,HFC,220.624,251.668,81.360,170.308,238.632,287.458,634.135,235.991,2.490,31.799,9.035,3.519,17.59,250.326,573.424,887.113,1304.884,1704.175,2149.800,2549.810,2924.606,382.040,45.807,-1.830,,
HFC_09.15_2.wav,HFC,191.360,235.959,97.058,138.901,218.900,240.059,300.224,105.947,1.516,62.865,11.215,5.605,10.37,243.913,495.938,867.776,1339.751,1691.144,2151.573,2586.540,2883.664,377.107,46.406,-1.667,,
