elapsed_time_s,cpu_percent,system_memory_percent,system_memory_used_mb,process_rss_mb
42.54960370063782,37.0,12.9,1037.3125,1012.4375
43.050315618515015,36.8,12.8,1035.625,1012.40625
43.551103591918945,37.3,12.9,1040.234375,1013.0
44.05176401138306,36.5,12.9,1040.484375,1012.5625
44.552382707595825,36.7,12.9,1040.484375,1012.25
45.05279469490051,36.2,13.0,1045.234375,1012.578125
45.553444147109985,37.0,13.0,1045.234375,1012.25
46.054100036621094,37.1,12.9,1041.28125,984.03125
46.554452419281006,37.0,12.9,1041.28125,984.140625
47.054797649383545,37.0,13.0,1045.515625,984.125
47.55846858024597,39.7,12.9,1043.953125,984.140625
48.058879137039185,37.9,13.0,1044.78125,988.96875
48.55956053733826,40.8,13.0,1044.78125,973.046875
49.05989718437195,40.5,12.9,1042.4375,973.828125
49.56247401237488,31.2,13.0,1045.5625,991.296875
50.0628867149353,30.3,13.0,1045.0625,984.421875
50.56345462799072,37.0,12.9,1039.96875,984.3125
51.06379246711731,36.4,12.9,1039.515625,984.15625
51.56412410736084,36.8,12.9,1038.734375,984.40625
52.064476013183594,36.7,12.9,1036.203125,983.703125
52.5648136138916,41.1,12.9,1038.9375,989.28125
53.06526565551758,37.5,12.9,1039.390625,989.078125
53.565747022628784,43.5,12.9,1037.9375,1012.234375
54.066455602645874,37.0,12.9,1039.125,1011.71875
54.56715536117554,36.8,12.8,1035.609375,1012.3125
55.06780171394348,36.2,12.9,1036.53125,984.140625
55.568140268325806,37.3,12.9,1036.53125,984.171875
56.06847286224365,36.5,12.8,1035.8125,983.75
56.56881809234619,37.0,12.8,1035.8125,984.359375
57.06922936439514,37.0,12.9,1036.9375,984.515625
57.56978487968445,39.0,12.9,1036.9375,983.796875
58.07017731666565,35.1,12.8,1033.984375,984.140625
58.574702978134155,41.6,12.8,1033.203125,990.25
59.07510018348694,39.5,12.8,1032.8125,988.234375
59.57546091079712,28.8,12.9,1040.859375,995.453125
60.07586169242859,25.0,12.9,1039.703125,995.671875
60.576194286346436,25.0,12.9,1039.921875,995.765625
