duration_s,snr_db,f0_mean_hz,f0_min_hz,f0_max_hz,intensity_min_db,intensity_max_db,f1_mean_hz,f2_mean_hz,rms_energy_mean,rms_energy_std,spectral_centroid_mean,spectral_bandwidth_mean,spectral_rolloff_95,zcr_mean,zcr_std,time_to_peak_s,mfcc1_mean,mfcc1_std,mfcc2_mean,mfcc2_std,mfcc3_mean,mfcc3_std,voiced_ratio
2.7,43.69576127430556,154.9741188825965,60.15125180410583,296.2195104573129,-69.91694641113281,-13.393840789794922,593.8867347723165,1143.706258248145,0.06131068989634514,0.07020144909620285,883.280561766226,561.2532382517053,1777.2058823529412,0.10221737132352941,0.06027765473452657,1.984,-368.43925104838337,85.14741040148675,152.45727114324842,53.85607742401718,-34.83209503488094,33.77973924797713,0.7411764705882353
