run,runtime_s,avg_cpu_%,peak_cpu_%,peak_mem_mb,avg_power_w,peak_power_w
CV Power on OSC.csv,40.463,1.925641025641026,6.1,2802.58,52.88846153846154,59.15
monitor_log_CV.csv,34.034597873687744,34.247826086956515,44.5,2461.8125,6.082304347826088,7.005
OSC monitor_log_CNN.csv,112.946,12.229646017699116,17.2,12.19,68.34446902654868,75.8
pi_monitor_log_CNN.csv,94.09695887565611,30.68835978835979,48.3,1175.203125,5.761952380952381,7.3469999999999995
pi_monitor_log_CNN_optimized.csv,60.57619428634644,35.66311475409836,46.5,1013.390625,6.209680327868852,7.1850000000000005
