file,Call type,Mean F0,Max F0, Min F0, Range F0,Q25%,Q50%,Q75%,Fpeak,sound duration,AM var,AM rate,AM extent,harmonicity, F1 mean,F2 mean,F3 mean,F4 mean,F5 mean,F6 mean,F7 mean,F8 mean,formant dispersal,vocal tract length,mean wiener entropy,Comment,
HFC_07.30.wav,HFC,182.990,251.203,84.645,166.558,217.988,275.894,560.675,133.012,1.603,65.821,13.410,4.908,5.39,272.506,625.836,984.008,1343.016,1771.270,2091.110,2528.306,2835.308,366.115,47.799,-1.057,,
HFC_07.30_1.wav,HFC,188.302,296.519,89.949,206.570,355.842,463.720,924.962,44.343,1.326,40.785,10.937,3.729,5.34,361.742,604.869,957.794,1303.501,1710.391,2104.354,2506.075,2920.489,365.535,47.875,-1.455,,
HFC_07.30_2.wav,HFC,201.825,286.275,67.893,218.382,193.815,351.763,645.422,115.880,2.066,56.627,10.892,5.199,3.74,312.430,599.771,1002.729,1348.177,1764.934,2139.051,2517.452,2902.459,370.004,47.297,-1.224,,
HFC_07.45.wav,HFC,190.616,247.259,92.183,155.076,368.201,517.104,1021.322,119.029,1.788,30.995,12.582,2.463,7.09,350.818,610.739,925.071,1296.754,1688.420,2085.076,2489.028,2897.383,363.795,48.104,-1.619,,
HFC_09.00.wav,HFC,159.904,243.611,64.670,178.940,171.832,516.977,1075.649,96.524,1.233,64.840,11.352,5.712,1.09,318.929,668.865,1102.795,1440.971,1793.139,2203.342,2576.148,2950.112,375.883,46.557,-1.336,,
HFC_09.00_1.wav,HFC,180.327,276.518,61.673,214.846,331.406,486.308,995.398,88.534,1.973,48.968,11.909,4.112,5.00,313.000,587.440,948.781,1331.321,1745.880,2144.367,2552.130,2848.051,362.150,48.322,-1.660,,
HFC_09.00_2.wav,HFC,180.730,254.931,74.537,180.394,267.378,464.017,938.769,101.546,1.850,40.329,12.433,3.244,2.45,308.711,657.800,980.987,1365.993,1728.328,2105.877,2545.257,2889.488,368.682,47.466,-1.115,,
HFC_09.30.wav,HFC,223.646,253.131,92.988,160.143,254.650,413.254,585.446,234.504,1.110,52.620,10.811,4.867,3.32,342.945,564.844,942.916,1317.983,1746.051,2129.369,2524.898,2807.854,352.130,49.698,-1.191,,
HFC_09.30_1.wav,HFC,186.264,291.821,61.737,230.084,170.734,552.519,1726.012,113.342,1.218,51.600,12.727,4.054,-0.14,313.609,654.659,1150.640,1449.408,1795.484,2196.910,2584.253,2979.801,380.885,45.946,-1.338,,
HFC_09.45.wav,HFC,191.308,287.182,65.724,221.459,259.029,372.363,606.754,100.871,2.097,53.466,10.732,4.982,5.88,305.644,603.437,963.747,1346.854,1744.626,2135.130,2557.608,2939.693,376.293,46.506,-1.371,,
HFC_10.00.wav,HFC,206.058,235.375,156.492,78.883,222.888,312.497,597.222,226.167,0.910,51.694,12.094,4.274,5.49,305.732,594.519,959.667,1325.705,1759.997,2148.394,2532.783,2877.565,367.405,47.631,-1.239,,
HFC_10.00_1.wav,HFC,223.896,259.945,191.349,68.597,209.980,257.891,502.573,220.545,0.817,69.048,9.791,7.052,5.76,254.180,618.606,1042.220,1379.984,1790.494,2146.349,2551.338,2955.382,385.886,45.350,-0.920,,
HFC_10.00_2.wav,HFC,154.477,211.545,63.448,148.097,152.854,464.790,1743.989,105.515,1.650,47.069,11.215,4.197,1.32,280.164,652.611,1145.909,1474.296,1835.366,2207.087,2555.632,2927.293,378.161,46.277,-1.622,,
HFC_10.15.wav,HFC,184.457,228.513,154.507,74.006,327.263,541.971,821.022,230.496,1.125,40.273,12.885,3.126,6.57,336.280,674.722,953.262,1344.978,1767.452,2147.917,2548.698,2887.303,364.432,48.020,-1.326,,
HFC_10.15_1.wav,HFC,163.745,239.665,67.696,171.968,321.475,508.987,884.975,104.249,2.112,32.396,12.311,2.632,4.76,338.818,643.327,973.136,1344.147,1736.875,2118.515,2520.833,2926.669,369.693,47.337,-1.409,,
HFC_10.15_2.wav,HFC,178.638,229.833,95.455,134.378,240.537,381.782,638.182,77.031,0.956,59.350,12.032,4.933,2.36,324.117,610.934,945.307,1316.874,1725.028,2050.913,2467.755,2906.847,368.961,47.430,-0.940,,
HFC_10.30.wav,HFC,199.370,283.013,70.972,212.042,210.549,395.191,759.884,98.891,1.989,56.601,11.817,4.790,3.57,350.555,639.508,966.254,1346.555,1750.449,2127.127,2520.386,2838.735,355.454,49.233,-1.278,,
HFC_10.45.wav,HFC,223.233,277.443,66.978,210.464,216.322,470.757,704.677,103.537,1.942,67.943,12.356,5.499,4.07,344.639,603.207,999.257,1364.845,1765.623,2135.064,2539.644,2893.539,364.129,48.060,-1.173,,
HFC_10.45_1.wav,HFC,198.861,271.319,64.289,207.031,229.159,346.129,718.695,98.575,1.603,82.119,10.291,7.979,4.02,291.801,595.933,957.353,1345.466,1722.465,2112.264,2550.695,2903.697,373.128,46.901,-1.193,,
HFC_10.45_2.wav,HFC,185.193,256.240,63.539,192.701,222.803,344.491,648.936,99.228,1.572,74.508,11.765,6.333,3.46,287.070,578.779,946.787,1352.515,1719.287,2102.098,2545.018,2898.333,373.038,46.912,-1.072,,
HFC_11.00.wav,HFC,195.115,260.967,63.478,197.488,198.773,421.171,737.137,96.094,1.650,58.307,11.215,5.199,2.71,330.906,622.005,1003.820,1353.762,1745.714,2153.305,2558.849,2892.337,365.919,47.825,-1.171,,
HFC_11.00_1.wav,HFC,220.338,296.804,64.134,232.670,402.540,632.079,1193.161,28.132,1.680,53.699,10.117,5.308,2.96,392.798,620.561,1047.479,1393.045,1793.696,2127.076,2509.415,2926.759,361.995,48.343,-1.614,,
HFC_11.15.wav,HFC,188.068,257.402,71.757,185.646,254.721,431.018,751.013,95.971,2.266,43.338,13.679,3.168,3.52,325.565,617.440,960.335,1342.337,1739.485,2120.671,2525.932,2915.166,369.943,47.305,-1.324,,
HFC_11.15_1.wav,HFC,189.768,256.881,62.322,194.559,174.410,430.108,1020.675,100.996,1.249,58.544,9.210,6.357,0.69,319.324,701.550,1076.433,1407.820,1804.821,2198.285,2585.101,2940.637,374.473,46.732,-1.070,,
HFC_11.15_2.wav,HFC,183.434,279.091,61.546,217.545,253.461,403.989,763.608,222.095,1.711,61.106,11.980,5.101,3.50,286.583,611.605,966.416,1347.346,1743.734,2148.047,2581.592,2892.844,372.323,47.002,-1.316,,
HFC_11.30.wav,HFC,233.998,278.483,128.010,150.473,247.554,416.779,750.917,96.236,0.910,55.298,12.644,4.374,1.05,333.979,633.684,970.213,1341.693,1736.277,2079.907,2498.591,2796.302,351.761,49.750,-0.923,,
HFC_11.30_1.wav,HFC,201.890,255.280,150.390,104.890,253.001,360.772,699.622,106.515,1.264,45.525,11.866,3.837,3.75,310.449,633.639,949.896,1334.189,1725.077,2136.338,2508.822,2926.401,373.707,46.828,-1.150,,
HFC_11.30_2.wav,HFC,229.738,285.539,172.800,112.739,231.675,324.549,734.111,228.772,1.249,51.063,12.013,4.251,2.63,314.193,641.896,1001.878,1393.414,1767.865,2174.389,2546.489,2972.898,379.815,46.075,-0.959,,
