file,Call type,Mean F0,Max F0, Min F0, Range F0,Q25%,Q50%,Q75%,Fpeak,sound duration,AM var,AM rate,AM extent,harmonicity, F1 mean,F2 mean,F3 mean,F4 mean,F5 mean,F6 mean,F7 mean,F8 mean,formant dispersal,vocal tract length,mean wiener entropy,Comment,
HFC_07.30.wav,HFC,158.164,286.572,100.737,185.835,170.465,259.876,514.180,124.538,1.731,58.848,10.976,5.362,8.40,251.579,599.959,933.200,1372.316,1721.304,2171.552,2619.496,2866.834,373.608,46.841,-0.817,,
HFC_07.30_1.wav,HFC,216.031,226.374,205.354,21.020,206.239,294.846,594.189,220.198,1.270,35.875,9.841,3.646,16.34,274.136,544.628,911.658,1294.477,1662.465,2108.072,2475.190,2886.897,373.252,46.885,-1.261,,
HFC_07.30_2.wav,HFC,233.661,288.329,126.585,161.744,236.491,323.526,583.294,145.012,1.518,70.678,11.862,5.959,10.01,273.740,560.016,865.204,1309.448,1725.284,2165.994,2517.500,2850.819,368.154,47.534,-1.306,,
HFC_07.45.wav,HFC,278.942,292.231,259.435,32.796,271.845,367.140,665.649,269.785,1.192,43.325,12.589,3.441,8.65,289.673,592.475,945.691,1307.697,1683.348,2098.742,2482.663,2878.760,369.870,47.314,-1.366,,
HFC_07.45_1.wav,HFC,241.323,253.827,212.187,41.640,238.065,356.502,705.025,239.428,1.338,67.803,11.961,5.669,8.13,294.721,590.334,976.966,1314.178,1668.163,2085.203,2460.804,2904.058,372.762,46.947,-1.183,,
HFC_07.45_2.wav,HFC,232.195,293.215,204.840,88.375,342.230,579.566,703.172,80.061,1.293,75.481,11.604,6.505,10.57,415.900,629.432,976.747,1316.133,1796.179,2093.543,2507.324,2896.795,354.414,49.377,-1.657,,
HFC_08.00.wav,HFC,185.133,279.688,109.093,170.595,177.982,494.596,721.483,127.835,1.945,62.746,13.627,4.604,5.33,351.523,644.428,1001.240,1387.120,1772.782,2167.972,2599.403,2916.142,366.374,47.765,-0.816,,
HFC_08.00_1.wav,HFC,216.648,291.350,108.965,182.386,242.896,388.830,659.480,130.128,1.562,62.407,12.160,5.132,5.54,285.911,599.558,904.632,1307.613,1714.035,2046.382,2511.782,2855.302,367.056,47.677,-1.138,,
HFC_08.00_2.wav,HFC,246.926,295.980,205.120,90.860,272.220,538.438,668.046,90.853,1.147,75.379,13.519,5.576,10.28,402.524,620.581,1017.395,1299.317,1746.183,2153.403,2507.346,2942.886,362.909,48.221,-1.293,,
HFC_08.15.wav,HFC,255.649,295.822,200.080,95.742,258.868,537.486,683.393,69.049,1.259,65.777,11.517,5.711,12.56,417.804,607.366,1059.989,1335.280,1748.050,2162.613,2473.508,2854.683,348.126,50.269,-1.694,,
HFC_08.15_1.wav,HFC,239.653,283.730,210.843,72.887,226.482,288.637,625.953,63.259,1.289,67.065,11.250,5.961,7.27,251.428,630.902,917.667,1313.065,1711.636,2088.833,2487.488,2926.341,382.130,45.796,-1.525,,
HFC_08.15_2.wav,HFC,219.276,279.062,206.974,72.088,211.907,302.878,819.247,228.570,1.574,23.400,11.120,2.104,15.18,227.944,613.123,946.430,1305.962,1686.263,2087.360,2474.101,2897.828,381.412,45.882,-1.594,,
HFC_08.30.wav,HFC,270.427,291.131,244.686,46.444,254.688,331.007,665.541,91.669,1.199,69.348,12.927,5.364,10.66,282.194,570.981,918.401,1283.486,1707.940,2095.089,2473.738,2879.357,371.023,47.167,-1.436,,
HFC_08.30_1.wav,HFC,235.760,285.812,206.739,79.072,234.038,308.980,633.565,248.452,1.259,59.197,10.723,5.521,8.05,247.915,584.927,876.647,1291.086,1674.122,2068.074,2451.212,2865.867,373.993,46.792,-1.299,,
HFC_08.30_2.wav,HFC,273.327,297.520,218.432,79.088,251.748,465.922,694.399,89.113,1.454,70.121,11.350,6.178,10.64,341.590,604.007,988.738,1304.626,1707.003,2089.727,2444.005,2845.740,357.736,48.919,-1.357,,
HFC_08.45.wav,HFC,259.337,297.417,97.192,200.225,262.929,396.650,806.652,265.069,1.918,39.428,11.207,3.518,8.57,282.284,629.384,961.638,1334.817,1717.841,2110.770,2523.854,2910.499,375.459,46.610,-1.468,,
HFC_08.45_1.wav,HFC,229.590,289.744,124.018,165.726,248.729,379.957,674.732,68.608,1.109,66.904,11.722,5.708,7.76,289.164,626.165,921.692,1329.103,1716.827,2112.144,2507.975,2909.947,374.398,46.742,-1.314,,
HFC_08.45_2.wav,HFC,238.459,297.406,201.979,95.427,352.937,588.290,725.895,54.575,1.244,77.930,12.058,6.463,12.97,466.542,634.854,1078.377,1332.799,1799.389,2180.333,2510.521,2896.459,347.131,50.413,-2.145,,
HFC_09.00.wav,HFC,189.224,262.636,83.042,179.594,175.462,448.503,803.599,114.027,1.843,61.205,12.476,4.906,4.54,312.474,637.987,983.776,1388.218,1728.267,2177.993,2538.912,2892.216,368.535,47.485,-1.071,,
HFC_09.00_1.wav,HFC,222.439,253.816,187.079,66.736,239.840,593.476,753.438,70.992,1.679,62.857,12.212,5.147,8.08,369.689,632.622,981.998,1364.245,1744.792,2186.452,2559.048,2889.035,359.907,48.624,-1.178,,
HFC_09.00_2.wav,HFC,213.783,278.546,154.043,124.504,254.831,536.449,731.696,144.446,1.124,64.043,12.010,5.332,7.44,332.877,602.399,963.562,1354.668,1754.014,2115.970,2498.406,2867.259,362.055,48.335,-1.436,,
HFC_09.15.wav,HFC,111.445,124.829,66.974,57.855,203.773,457.872,1053.863,103.639,1.034,37.646,8.219,4.580,5.58,269.727,683.137,1022.533,1302.584,1761.136,2106.848,2447.588,2869.687,371.423,47.116,-0.868,,
HFC_09.15_1.wav,HFC,216.741,292.649,84.398,208.251,223.332,379.085,693.902,130.739,2.173,73.718,13.114,5.621,8.42,318.796,588.677,961.598,1335.382,1732.221,2112.034,2540.117,2873.746,364.993,47.946,-1.201,,
