file,Call type,Mean F0,Max F0, Min F0, Range F0,Q25%,Q50%,Q75%,Fpeak,sound duration,AM var,AM rate,AM extent,harmonicity, F1 mean,F2 mean,F3 mean,F4 mean,F5 mean,F6 mean,F7 mean,F8 mean,formant dispersal,vocal tract length,mean wiener entropy,Comment,
LFC_07.30.wav,LFC,82.889,87.072,65.845,21.227,76.574,99.303,169.114,52.998,1.392,27.348,10.413,2.626,10.33,194.057,691.874,1145.752,1628.272,2087.657,2582.810,3010.048,3258.115,437.723,39.980,-1.948,,
LFC_07.30_1.wav,LFC,96.565,106.205,70.808,35.396,122.111,230.748,460.981,88.794,1.300,32.760,9.618,3.406,10.04,320.101,665.012,1169.154,1569.138,2023.092,2543.351,2954.710,3413.193,441.870,39.604,-0.849,,
LFC_07.30_2.wav,LFC,82.120,85.661,72.797,12.864,87.176,207.549,577.862,77.952,1.965,22.164,10.688,2.074,13.98,302.641,782.923,1203.123,1627.536,2054.140,2609.465,3028.610,3381.010,439.767,39.794,-0.859,,
LFC_08.00.wav,LFC,85.352,115.579,61.604,53.975,119.657,208.383,407.986,100.758,1.098,41.377,10.924,3.788,7.75,259.106,666.682,1130.975,1539.011,1977.879,2473.869,2930.783,3306.436,435.333,40.199,-1.009,,
LFC_09.15.wav,LFC,95.577,107.136,65.909,41.227,103.096,187.130,383.910,94.712,1.191,51.373,10.073,5.100,9.74,267.345,747.914,1133.164,1566.088,1969.133,2467.757,2973.669,3230.982,423.377,41.334,-1.075,,
LFC_09.30.wav,LFC,92.667,102.469,66.380,36.088,92.168,187.738,556.673,24.848,1.810,40.578,6.905,5.876,9.85,308.079,793.655,1214.017,1610.561,2014.945,2637.257,3067.857,3234.221,418.020,41.864,-1.086,,
LFC_09.30_1.wav,LFC,95.764,106.017,75.339,30.678,98.885,173.313,394.840,91.705,1.315,40.670,9.125,4.457,12.12,270.349,726.325,1152.227,1549.144,1998.640,2500.729,3041.343,3262.776,427.489,40.937,-0.878,,
LFC_09.30_2.wav,LFC,94.223,106.920,65.631,41.289,101.625,214.692,603.085,91.757,2.831,27.586,8.300,3.324,11.19,277.704,779.420,1180.302,1545.161,1941.176,2540.850,3018.997,3318.285,434.369,40.288,-1.004,,
LFC_09.45.wav,LFC,86.074,95.503,67.487,28.016,89.690,185.292,535.811,84.084,1.160,33.841,10.773,3.141,10.02,288.124,791.993,1214.019,1578.112,1960.185,2570.969,3031.670,3201.514,416.199,42.047,-0.836,,
LFC_09.45_1.wav,LFC,88.712,95.398,73.509,21.889,90.622,168.122,433.605,86.750,1.253,36.628,10.374,3.531,10.93,291.400,780.127,1239.796,1621.986,2015.032,2649.822,3069.117,3332.688,434.470,40.279,-0.628,,
LFC_10.00.wav,LFC,84.395,88.894,68.728,20.166,119.448,266.559,1053.034,86.738,1.068,28.920,10.304,2.807,11.23,291.992,788.430,1235.366,1621.292,2050.517,2569.303,3050.989,3457.809,452.260,38.695,-1.581,,
LFC_10.15.wav,LFC,103.480,113.519,78.961,34.558,110.785,240.251,660.030,101.268,1.191,31.682,9.234,3.431,9.64,312.836,806.836,1221.574,1633.710,1975.417,2636.019,3082.186,3299.216,426.626,41.020,-1.218,,
LFC_10.45.wav,LFC,97.504,115.128,69.301,45.828,135.730,296.057,730.138,90.602,1.501,35.494,8.996,3.946,8.12,316.479,701.155,1094.400,1535.537,1909.730,2391.802,2933.793,3299.034,426.079,41.072,-0.932,,
