file,Call type,Mean F0,Max F0, Min F0, Range F0,Q25%,Q50%,Q75%,Fpeak,sound duration,AM var,AM rate,AM extent,harmonicity, F1 mean,F2 mean,F3 mean,F4 mean,F5 mean,F6 mean,F7 mean,F8 mean,formant dispersal,vocal tract length,mean wiener entropy,Comment,
HFC_08.15.wav,HFC,139.610,263.294,79.601,183.692,109.554,181.513,479.082,113.066,1.851,50.756,9.453,5.369,7.30,306.955,608.623,1018.721,1399.192,1754.823,2126.387,2544.211,2761.480,350.646,49.908,-0.388,,
HFC_08.15_1.wav,HFC,163.385,283.760,73.288,210.473,194.146,420.298,1159.377,113.009,1.741,38.215,12.352,3.094,0.89,339.835,650.503,1050.593,1464.098,1778.069,2135.977,2549.055,2858.547,359.816,48.636,-0.927,,
HFC_08.15_2.wav,HFC,111.572,147.073,75.448,71.624,116.210,195.695,541.268,120.365,1.661,56.655,12.038,4.706,6.82,282.582,621.747,1040.107,1373.608,1729.383,2120.788,2559.249,2873.876,370.185,47.274,-0.347,,
HFC_08.30.wav,HFC,155.304,181.681,91.586,90.095,153.562,244.217,744.867,150.374,1.709,74.251,11.411,6.507,6.71,275.013,657.064,1018.124,1400.077,1769.787,2146.849,2564.562,2900.991,375.140,46.649,-0.874,,
HFC_08.30_1.wav,HFC,168.369,278.165,79.480,198.686,229.946,561.976,1503.512,114.150,1.693,41.051,13.289,3.089,0.30,336.808,629.692,1055.233,1442.004,1762.377,2112.185,2522.825,2847.654,358.692,48.788,-1.019,,
HFC_08.30_2.wav,HFC,113.678,154.403,77.064,77.339,116.011,179.388,444.955,122.583,1.630,58.551,13.192,4.438,5.88,274.612,622.968,1030.577,1367.900,1745.724,2124.300,2553.926,2896.341,374.533,46.725,-0.212,,
HFC_08.45.wav,HFC,142.712,181.136,79.063,102.073,139.657,191.913,474.003,143.247,1.630,69.754,11.044,6.316,8.10,254.723,630.430,998.051,1369.646,1728.632,2106.218,2536.534,2820.660,366.563,47.741,-0.658,,
HFC_08.45_1.wav,HFC,147.809,188.089,82.902,105.187,138.418,209.355,483.859,130.762,1.487,59.010,12.438,4.744,5.09,244.365,638.839,1005.601,1383.166,1724.502,2105.810,2568.136,2794.331,364.281,48.040,-0.448,,
HFC_08.45_2.wav,HFC,111.043,139.379,79.750,59.629,111.105,186.701,489.323,114.695,1.978,55.697,9.353,5.955,7.41,304.626,598.579,1001.831,1380.153,1749.401,2137.492,2519.605,2863.914,365.613,47.865,-0.355,,
HFC_09.00.wav,HFC,132.945,176.169,82.129,94.040,172.022,393.432,1062.427,156.618,1.978,68.631,12.134,5.656,4.85,295.897,669.482,1064.278,1453.425,1799.776,2150.928,2593.453,2860.056,366.308,47.774,-1.194,,
HFC_09.00_1.wav,HFC,108.799,154.981,79.818,75.163,125.567,278.472,553.671,107.705,2.326,46.818,10.103,4.634,4.60,313.090,632.089,999.735,1416.857,1774.645,2189.094,2566.874,2853.996,362.987,48.211,-0.364,,
HFC_09.00_2.wav,HFC,131.202,273.270,79.602,193.668,137.958,299.720,666.274,111.996,2.468,47.338,11.343,4.173,5.75,307.930,634.642,998.863,1383.139,1741.654,2113.801,2533.436,2824.074,359.449,48.686,-0.414,,
HFC_09.15.wav,HFC,162.631,290.257,73.113,217.145,190.715,418.509,1161.184,113.595,2.358,41.476,12.088,3.431,1.76,326.215,658.194,1063.563,1413.422,1789.283,2161.807,2574.583,2849.128,360.416,48.555,-0.987,,
HFC_09.15_1.wav,HFC,131.228,196.810,72.409,124.401,130.743,190.299,464.857,130.396,2.089,56.542,12.209,4.631,7.23,269.544,618.380,1025.146,1385.166,1721.194,2131.901,2528.531,2839.157,367.087,47.673,-0.292,,
HFC_09.15_2.wav,HFC,133.130,178.331,77.102,101.228,132.705,193.491,507.300,136.160,1.630,60.375,11.965,5.046,7.29,256.184,624.437,1050.267,1357.115,1727.356,2081.235,2507.979,2885.211,375.575,46.595,-0.460,,
HFC_09.30.wav,HFC,135.975,202.021,77.946,124.075,121.125,241.797,488.330,112.802,1.978,43.083,11.629,3.705,7.00,285.892,602.765,1011.720,1351.863,1732.131,2060.989,2573.876,2848.545,366.093,47.802,-0.473,,
HFC_09.30_1.wav,HFC,114.623,158.988,76.218,82.769,114.694,185.414,522.637,123.211,1.788,47.611,12.304,3.870,7.93,268.603,608.555,1009.953,1372.411,1729.320,2107.677,2543.081,2869.061,371.494,47.107,-0.337,,
HFC_09.30_2.wav,HFC,114.778,142.675,82.266,60.409,112.976,145.535,257.076,119.268,2.104,64.708,8.791,7.361,12.63,257.731,576.780,988.068,1360.632,1736.432,2117.716,2538.146,2786.910,361.311,48.435,-0.355,,
HFC_09.45.wav,HFC,184.302,249.629,83.267,166.362,158.486,222.962,557.092,143.428,1.646,70.014,11.546,6.064,6.84,259.150,651.619,1087.035,1422.299,1765.889,2164.513,2591.688,2858.034,371.269,47.136,-0.919,,
HFC_09.45_1.wav,HFC,152.117,192.096,77.151,114.944,169.070,303.504,753.921,119.510,1.930,59.646,10.101,5.905,7.10,287.288,678.041,1054.951,1413.578,1741.118,2176.661,2532.606,2890.239,371.850,47.062,-0.807,,
HFC_09.45_2.wav,HFC,116.567,160.447,75.236,85.210,133.347,268.954,610.215,113.845,2.279,54.899,10.533,5.212,7.28,290.328,639.606,1008.951,1433.640,1768.361,2124.437,2550.864,2774.387,354.866,49.314,-0.470,,
